"","GEOID","state","county_name","distance_nearest_hub(mile)","nearest_hub_name","nearest_hub_id","hub_county_geoid","hub_county_name","hub_products","hub_desert","geometry"
"1896","51800","Virginia","Suffolk",15.290836321144,"Coastal Farms","500042","51093","Isle of Wight","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;",FALSE,c(1701921.07439202, 1690569.60420338)
"1897","51169","Virginia","Scott",10.7866558019014,"Appalachian Harvest","500142","51169","Scott","Fresh vegetables;Canned or preserved fruits/vegetables;Herbs;Wild harvested forest products;",FALSE,c(1181675.28223174, 1602176.89019221)
"1898","55065","Wisconsin","Lafayette",41.4326508339877,"Garden To Be","501283","55025","Dane",NA,TRUE,c(477899.295013813, 2199523.15297025)
"1899","55095","Wisconsin","Polk",38.2011100067579,"Kilimo Food Hub","501174","27003","Anoka",NA,TRUE,c(278231.506020261, 2502217.07371653)
"1900","46065","South Dakota","Hughes",157.773251768374,"New Hope Farm","500051","46103","Pennington","Fresh fruits;Fresh vegetables;Baked goods;Dry beans;Herbs;",TRUE,c(-317396.64450603, 2384358.80280726)
"1901","46097","South Dakota","Miner",52.8595508184353,"Dakota Fresh Food Hub","500218","46099","Minnehaha","Fresh fruits;Fresh vegetables;Cut flowers;Eggs;Herbs;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(-128632.096238689, 2337845.86642941)
"1902","13167","Georgia","Johnson",39.7801029569192,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1239464.27683108, 1157121.58219539)
"1903","13091","Georgia","Dodge",37.1888071994565,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1200470.99885778, 1092129.08105856)
"1904","51115","Virginia","Mathews",27.9655738222169,"KelRae Farm Food Hub","501519","51095","James City",NA,TRUE,c(1710561.26527392, 1777069.35525143)
"1905","51013","Virginia","Arlington",2.61126662732989,"Hoya Hub Food Pantry","501138","11001","District of Columbia",NA,FALSE,c(1613586.692874, 1922273.74626707)
"1906","55031","Wisconsin","Douglas",80.6101253419609,"Virginia Food Hub","501177","27137","St. Louis",NA,TRUE,c(314635.192305332, 2611601.85401322)
"1907","55009","Wisconsin","Brown",3.49139565460202,"Seasonal Harvest LLC","500199","55009","Brown","Fresh fruits;Fresh vegetables;Dairy products;Dry beans;Eggs;Herbs;Honey;Maple products;Mushrooms;Wild harvested forest products;",FALSE,c(634036.378903611, 2411425.46532063)
"1908","47011","Tennessee","Bradley",24.2003022109354,"Harvested Here Food Hub","500103","47065","Hamilton","Fresh fruits;Fresh vegetables;Dairy products;Eggs;Honey;Mushrooms;",TRUE,c(1004071.39281877, 1402954.82209329)
"1909","13235","Georgia","Pulaski",32.4335075294812,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1170984.27496317, 1094939.54264768)
"1910","13125","Georgia","Glascock",39.6080248529991,"Augusta Locally Grown","501261","13245","Richmond",NA,TRUE,c(1235745.0418659, 1216083.11749372)
"1911","51510","Virginia","Alexandria",1.61754251119812,"ALIVE! Del Ray Food Hub","501277","51510","Alexandria",NA,FALSE,c(1616175.16696587, 1915927.490619)
"1912","53003","Washington","Asotin",57.4562991166141,"Walla Walla Food Hub","501255","53071","Walla Walla",NA,TRUE,c(-1626480.27588379, 2760322.2052806)
"1913","17029","Illinois","Coles",22.1090066555661,"Illiana Ag Alliance","500037","17023","Clark","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(661871.343017016, 1860322.02982253)
"1914","56007","Wyoming","Carbon",74.0372831112401,"Satanka Food and Community Innovation Hub","501292","56001","Albany",NA,TRUE,c(-901309.065829015, 2128436.06125216)
"1915","56005","Wyoming","Campbell",104.328762311043,"Good Food Hub","501291","56025","Natrona",NA,TRUE,c(-759024.516656846, 2399810.15047218)
"1916","56011","Wyoming","Crook",81.3573813888079,"New Hope Farm","500051","46103","Pennington","Fresh fruits;Fresh vegetables;Baked goods;Dry beans;Herbs;",TRUE,c(-678040.934159767, 2430432.62648473)
"1917","02060","Alaska","Bristol Bay",180.519731437367,"Alutiiq Grown Foodhub","501296","02150","Kodiak Island",NA,TRUE,c(-3578523.00358724, 5109790.71872681)
"1918","47043","Tennessee","Dickson",28.4418261153169,"Nashville Grown","500097","47037","Davidson","Fresh fruits;Fresh vegetables;Dry beans;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Nuts;Tofu/non-animal protein;Wild harvested forest products;",TRUE,c(769609.44765764, 1490443.50637459)
"1919","47017","Tennessee","Carroll",90.0083091185587,"Nashville Grown","500097","47037","Davidson","Fresh fruits;Fresh vegetables;Dry beans;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Nuts;Tofu/non-animal protein;Wild harvested forest products;",TRUE,c(674012.228945621, 1462515.08040348)
"1920","13011","Georgia","Banks",56.1410871086703,"One Source Foods","500076","13247","Rockdale","Baked goods;Coffee/tea;Fish/seafood;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(1137932.08360086, 1329543.12230299)
"1921","13243","Georgia","Randolph",104.077410784164,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1058238.08849571, 1028026.36758317)
"1922","13043","Georgia","Candler",74.607845397996,"Augusta Locally Grown","501261","13245","Richmond",NA,TRUE,c(1298419.17578222, 1132053.84229124)
"1923","17199","Illinois","Williamson",15.8756408094203,"LEAF Food Hub, LLC","500136","17087","Johnson","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dry beans;Eggs;Herbs;Green household products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",FALSE,c(616644.835250334, 1655539.27686886)
"1924","17167","Illinois","Sangamon",26.3199810478824,"FarmFED Co-op","501157","17107","Logan",NA,TRUE,c(537994.444668285, 1877828.80688117)
"1925","53051","Washington","Pend Oreille",26.9127894599399,"Northwest Farm Fresh","500059","53065","Stevens","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Grains/flour;Green household products;Honey;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(-1574438.87433715, 3013605.94286162)
"1926","05119","Arkansas","Pulaski",3.01165216077323,"Little Rock Local Food Club","500000","05119","Pulaski","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",FALSE,c(334757.906560611, 1307565.36213024)
"1927","47113","Tennessee","Madison",74.5636103470441,"Bring It Food Hub","500066","47157","Shelby","Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Poultry/fowl meat and products;",TRUE,c(642496.143151728, 1419078.51924797)
"1928","47177","Tennessee","Warren",34.5897077648321,"Root Here","500189","47051","Franklin","Fresh fruits;Fresh vegetables;Dairy products;Eggs;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(915285.394420175, 1452026.62668788)
"1929","13003","Georgia","Atkinson",100.049369437794,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1240687.53003923, 999301.011712619)
"1930","13159","Georgia","Jasper",31.0036926572382,"One Source Foods","500076","13247","Rockdale","Baked goods;Coffee/tea;Fish/seafood;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(1135642.30519353, 1212280.92819745)
"1931","18179","Indiana","Wells",24.0760347873875,"Plowshares Cooperative Food Hub","501169","18003","Allen",NA,TRUE,c(900930.048385837, 2019804.20623924)
"1932","18055","Indiana","Greene",46.2273484620711,"Hickoryworks Inc.","501168","18013","Brown",NA,TRUE,c(773916.625949626, 1815816.36906594)
"1933","18131","Indiana","Pulaski",59.0261019077403,"This Old Farm, Inc.","500126","18023","Clinton","Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(774433.907380476, 2041604.41383865)
"1934","18139","Indiana","Rush",19.5110718732583,"Hoosier Harvest Market","500007","18059","Hancock","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;fermented products;",FALSE,c(894323.115056009, 1893999.63531244)
"1935","18011","Indiana","Boone",15.1363566135376,"This Old Farm, Inc.","500126","18023","Clinton","Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",FALSE,c(804641.582056989, 1933053.08565159)
"1936","05137","Arkansas","Stone",77.9106742267851,"Little Rock Local Food Club","500000","05119","Pulaski","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(343899.155078114, 1430001.30750985)
"1937","05125","Arkansas","Saline",23.9108844710461,"Little Rock Local Food Club","500000","05119","Pulaski","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(302178.317484204, 1292557.59465861)
"1938","47101","Tennessee","Lewis",56.5845616120315,"Nashville Grown","500097","47037","Davidson","Fresh fruits;Fresh vegetables;Dry beans;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Nuts;Tofu/non-animal protein;Wild harvested forest products;",TRUE,c(763716.934193871, 1420015.66804771)
"1939","47153","Tennessee","Sequatchie",22.7612555484978,"Harvested Here Food Hub","500103","47065","Hamilton","Fresh fruits;Fresh vegetables;Dairy products;Eggs;Honey;Mushrooms;",TRUE,c(951931.565996735, 1421418.67491394)
"1940","16001","Idaho","Ada",8.70097443438847,"Global Gardens Boise","500226","16001","Ada","Fresh vegetables;Wild harvested forest products;",FALSE,c(-1618315.59197432, 2446017.80128376)
"1941","16045","Idaho","Gem",34.5105727645332,"Global Gardens Boise","500226","16001","Ada","Fresh vegetables;Wild harvested forest products;",TRUE,c(-1616186.52514946, 2515233.77998949)
"1942","18133","Indiana","Putnam",37.6796281136112,"This Old Farm, Inc.","500126","18023","Clinton","Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(777123.312489727, 1887025.64750172)
"1943","19169","Iowa","Story",16.738792257265,"Prudent Produce","501163","19153","Polk",NA,FALSE,c(208409.161026601, 2117735.01360669)
"1944","19003","Iowa","Adams",53.4503130341179,"Farm Table Delivery","501160","19165","Shelby",NA,TRUE,c(108498.798825149, 2002976.31311035)
"1945","19013","Iowa","Black Hawk",43.1044098771648,"Iowa Choice Harvest, LLC","501167","19127","Marshall",NA,TRUE,c(301543.456272799, 2169329.93628479)
"1946","19055","Iowa","Delaware",57.5893312663323,"Field to Family","500181","19103","Johnson","Fresh fruits;Fresh vegetables;",TRUE,c(378394.567622487, 2172822.17376964)
"1947","05115","Arkansas","Pope",65.1506905954921,"Little Rock Local Food Club","500000","05119","Pulaski","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(266812.620138079, 1381065.11237322)
"1948","05053","Arkansas","Grant",32.6787337982463,"Little Rock Local Food Club","500000","05119","Pulaski","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(326630.227028944, 1253533.57981923)
"1949","47095","Tennessee","Lake",88.4134281575984,"Bring It Food Hub","500066","47157","Shelby","Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Poultry/fowl meat and products;",TRUE,c(578250.993181361, 1496078.33818113)
"1950","47061","Tennessee","Grundy",17.3659632855651,"Root Here","500189","47051","Franklin","Fresh fruits;Fresh vegetables;Dairy products;Eggs;Poultry/fowl meat and products;Red/other non-poultry meat and products;",FALSE,c(923774.926115986, 1420260.759907)
"1951","16053","Idaho","Jerome",45.3815326083791,"Kraay's Market & Garden","500165","16013","Blaine","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;Wine/spirits/beer/hard cider;Prepared Meals;",TRUE,c(-1478521.87646994, 2330567.04615488)
"1952","16051","Idaho","Jefferson",26.4994615677177,"208 Food Hub","501293","16019","Bonneville",NA,TRUE,c(-1300541.49180179, 2426138.04261971)
"1953","19077","Iowa","Guthrie",42.1367187257011,"Iowa Food Cooperative","500005","19153","Polk","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(123868.886940832, 2076494.96287198)
"1954","19075","Iowa","Grundy",25.6415588760979,"Iowa Choice Harvest, LLC","501167","19127","Marshall",NA,TRUE,c(262385.934780751, 2160276.98239784)
"1955","19147","Iowa","Palo Alto",105.737440531035,"FarmTable Procurement & Delivery","500174","19165","Shelby","Fresh fruits;Fresh vegetables;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(107059.492740753, 2232606.12692373)
"1956","19083","Iowa","Hardin",28.3567822930429,"Iowa Choice Harvest, LLC","501167","19127","Marshall",NA,TRUE,c(225746.591263358, 2157110.25352794)
"1957","19035","Iowa","Cherokee",77.6515077078462,"FarmTable Procurement & Delivery","500174","19165","Shelby","Fresh fruits;Fresh vegetables;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(30622.223985168, 2193211.991884)
"1958","19151","Iowa","Pocahontas",83.1970469380718,"FarmTable Procurement & Delivery","500174","19165","Shelby","Fresh fruits;Fresh vegetables;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(107550.017021185, 2193736.68315684)
"1959","05023","Arkansas","Cleburne",56.9302140283128,"Little Rock Local Food Club","500000","05119","Pulaski","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(357026.831750877, 1394490.25405767)
"1960","05059","Arkansas","Hot Spring",48.3611050495861,"Little Rock Local Food Club","500000","05119","Pulaski","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(278833.011600793, 1254973.34662447)
"1961","05097","Arkansas","Montgomery",79.8049257500779,"Little Rock Local Food Club","500000","05119","Pulaski","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(213096.476058612, 1277841.40867186)
"1962","47169","Tennessee","Trousdale",41.4599002512302,"Nashville Grown","500097","47037","Davidson","Fresh fruits;Fresh vegetables;Dry beans;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Nuts;Tofu/non-animal protein;Wild harvested forest products;",TRUE,c(873275.450973743, 1527913.27028547)
"1963","48291","Texas","Liberty",165.689702295702,"Acadiana Food Hub","500170","22055","Lafayette","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Herbs;Grains/flour;Honey;",TRUE,c(114291.015983234, 786906.776190323)
"1964","16047","Idaho","Gooding",38.3517917296648,"Kraay's Market & Garden","500165","16013","Blaine","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;Wine/spirits/beer/hard cider;Prepared Meals;",TRUE,c(-1516113.73155992, 2369981.22058527)
"1965","18063","Indiana","Hendricks",30.9589953463654,"This Old Farm, Inc.","500126","18023","Clinton","Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(804312.356647246, 1901335.99886304)
"1966","18017","Indiana","Cass",43.3200550743745,"This Old Farm, Inc.","500126","18023","Clinton","Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(806902.196467521, 2013296.85804266)
"1967","19009","Iowa","Audubon",22.2483240531883,"Farm Table Delivery","501160","19165","Shelby",NA,TRUE,c(90423.5813585131, 2076131.53833417)
"1968","19011","Iowa","Benton",40.2764482450698,"Field to Family","500181","19103","Johnson","Fresh fruits;Fresh vegetables;",TRUE,c(323193.719680582, 2126552.04269969)
"1969","19175","Iowa","Union",49.6673097591503,"Iowa Food Cooperative","500005","19153","Polk","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(146598.750870355, 2003450.37023802)
"1970","19067","Iowa","Floyd",52.9597456092539,"Iowa Food Hub","500215","19191","Winneshiek","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Maple products;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(260103.774584071, 2233782.98673249)
"1971","19039","Iowa","Clarke",40.7815468397219,"Iowa Food Cooperative","500005","19153","Polk","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(184719.743695668, 2004391.01966528)
"1972","19093","Iowa","Ida",52.8132233558307,"FarmTable Procurement & Delivery","500174","19165","Shelby","Fresh fruits;Fresh vegetables;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(39807.009491129, 2154268.91194932)
"1973","06031","California","Kings",41.2503665591163,"Fruit World & Creekside Organics","501071","06019","Fresno",NA,TRUE,c(-2103404.85153467, 1712086.74289496)
"1974","06103","California","Tehama",27.2725483157981,"Happy Valley Fresh","500283","06089","Shasta","Fresh fruits;Fresh vegetables;",TRUE,c(-2188112.35620171, 2205041.32503411)
"1975","08087","Colorado","Morgan",63.7426951703724,"East Denver Food Hub","500220","08031","Denver","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;Tofu/non-animal protein;",TRUE,c(-657723.595002962, 1943426.59615081)
"1976","08119","Colorado","Teller",19.3882158269315,"Food to Power","501099","08041","El Paso",NA,FALSE,c(-786141.591894063, 1799626.88991383)
"1977","48121","Texas","Denton",25.1869950139525,"The Provision House","500190","48113","Dallas","Eggs;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(-103445.871907988, 1126837.253779)
"1978","48217","Texas","Hill",22.235373854206,"Homestead Market","500072","48309","McLennan","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;",TRUE,c(-106485.358881362, 991376.339319068)
"1979","18005","Indiana","Bartholomew",17.6727425782541,"Hickoryworks Inc.","501168","18013","Brown",NA,FALSE,c(862720.93655316, 1843885.81448182)
"1980","18057","Indiana","Hamilton",24.9116966496392,"Hoosier Harvest Market","500007","18059","Hancock","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;fermented products;",TRUE,c(839438.499205937, 1939067.68524088)
"1981","18143","Indiana","Scott",29.5571795448764,"New Root's Fresh Stop Project","500062","21111","Jefferson","Fresh fruits;Fresh vegetables;Eggs;Herbs;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(881780.045739444, 1787221.07653862)
"1982","19029","Iowa","Cass",29.7749513959603,"Farm Table Delivery","501160","19165","Shelby",NA,TRUE,c(89045.2844993412, 2036598.28503361)
"1983","19121","Iowa","Madison",25.8111628071366,"Iowa Food Cooperative","500005","19153","Polk","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(164804.935257679, 2037727.9032686)
"1984","19197","Iowa","Wright",62.9419924399213,"Iowa Choice Harvest, LLC","501167","19127","Marshall",NA,TRUE,c(184348.792806927, 2195065.8302197)
"1985","19037","Iowa","Chickasaw",31.3347667992496,"Iowa Food Hub","500215","19191","Winneshiek","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Maple products;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(298266.898800815, 2235184.53819557)
"1986","20085","Kansas","Jackson",64.5668698417944,"The Kansas City Food Hub","500217","20091","Johnson","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Dairy products;Herbs;Grains/flour;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(17594.7125295431, 1821632.01927347)
"1987","20045","Kansas","Douglas",34.2714962193144,"The Kansas City Food Hub","500217","20091","Johnson","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Dairy products;Herbs;Grains/flour;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(60796.6253075051, 1762204.82337158)
"1988","20077","Kansas","Harper",123.768969273226,"OKC Food Hub","501243","40109","Oklahoma",NA,TRUE,c(-182492.118840115, 1574214.06990045)
"1989","20017","Kansas","Chase",107.847987000938,"Schenker Family Farms, Inc.","500084","20037","Crawford","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Dairy products;Eggs;Honey;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(-51452.5992971461, 1696824.17388487)
"1990","20041","Kansas","Dickinson",125.173768415283,"Robinette Farms","501236","31109","Lancaster",NA,TRUE,c(-99081.5294948043, 1760520.84655017)
"1991","39143","Ohio","Sandusky",48.2567881492397,"Oberlin Food Hub","500113","39093","Lorain","Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;Tofu/non-animal protein;",TRUE,c(1063907.81366664, 2110927.47064911)
