"","GEOID","state","county_name","distance_nearest_hub(mile)","nearest_hub_name","nearest_hub_id","hub_county_geoid","hub_county_name","hub_products","hub_desert","geometry"
"478","13189","Georgia","McDuffie",28.202104211599,"Augusta Locally Grown","501261","13245","Richmond",NA,TRUE,c(1243596.68143036, 1245793.91507963)
"479","13029","Georgia","Bryan",57.8168816623842,"Gullah Farmers Cooperative Association","501263","45013","Beaufort",NA,TRUE,c(1363356.41682948, 1098009.3257526)
"480","13025","Georgia","Brantley",103.083836201335,"Farmers and You","500274","12107","Putnam","Fresh fruits;Fresh vegetables;Coffee/tea;Fish/seafood;Wild harvested forest products;",TRUE,c(1326652.25788189, 1000390.13995793)
"481","13279","Georgia","Toombs",70.8730908216086,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1279077.30485845, 1097468.01401132)
"482","13107","Georgia","Emanuel",60.9462390467636,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1274318.65754549, 1149513.89834544)
"483","13317","Georgia","Wilkes",48.0435916215434,"Augusta Locally Grown","501261","13245","Richmond",NA,TRUE,c(1215020.26433417, 1275489.58643295)
"484","13133","Georgia","Greene",49.2568474705319,"One Source Foods","500076","13247","Rockdale","Baked goods;Coffee/tea;Fish/seafood;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(1179503.48428031, 1247677.60318589)
"485","13263","Georgia","Talbot",66.810822265333,"Royal Food Service","500078","13121","Fulton","Fresh fruits;Fresh vegetables;Dairy products;Eggs;Herbs;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;",TRUE,c(1066380.72181001, 1134176.00052138)
"486","13205","Georgia","Mitchell",112.714587599762,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1118062.52329865, 975064.157203962)
"487","13283","Georgia","Treutlen",49.3147289805726,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1252698.7476168, 1125478.89815006)
"488","13197","Georgia","Marion",72.2062814178576,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1071808.93783133, 1095963.55021466)
"489","13079","Georgia","Crawford",37.1044715075231,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1116746.15419894, 1142119.0793999)
"490","13007","Georgia","Baker",114.026769761942,"Middle Georgia Growers Cooperative","500107","13289","Twiggs","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(1093106.68446867, 983285.988247645)
"491","15009","Hawaii","Maui",7.18776049437093,"Maui Hub","500222","15009","Maui","Fresh fruits;Fresh vegetables;Baked goods;Coffee/tea;Dairy products;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Pet food;Soap/body care products;",FALSE,c(-6045763.29370321, 1762844.36090314)
"492","16037","Idaho","Custer",62.2097657742716,"Kraay's Market & Garden","500165","16013","Blaine","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;Wine/spirits/beer/hard cider;Prepared Meals;",TRUE,c(-1446730.52663389, 2500736.26231014)
"493","16015","Idaho","Boise",38.266668066949,"Global Gardens Boise","500226","16001","Ada","Fresh vegetables;Wild harvested forest products;",TRUE,c(-1565757.45097046, 2496227.4347869)
"494","18145","Indiana","Shelby",18.859537029843,"Hoosier Harvest Market","500007","18059","Hancock","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;fermented products;",FALSE,c(867920.063812178, 1880254.03533908)
"495","18053","Indiana","Grant",46.6974384118182,"Plowshares Cooperative Food Hub","501169","18003","Allen",NA,TRUE,c(867439.845388133, 1992020.61865294)
"496","18175","Indiana","Washington",27.8587613136189,"New Root's Fresh Stop Project","500062","21111","Jefferson","Fresh fruits;Fresh vegetables;Eggs;Herbs;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(852108.848344308, 1774467.30619705)
"497","18159","Indiana","Tipton",34.216957830129,"This Old Farm, Inc.","500126","18023","Clinton","Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(836656.444041675, 1965691.78117047)
"498","19069","Iowa","Franklin",50.6131890552893,"Iowa Choice Harvest, LLC","501167","19127","Marshall",NA,TRUE,c(222815.995194624, 2196016.77951626)
"499","19073","Iowa","Greene",46.8902344004995,"Iowa Food Cooperative","500005","19153","Polk","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(131813.398301845, 2116070.16505435)
"500","19027","Iowa","Carroll",36.8591081303343,"FarmTable Procurement & Delivery","500174","19165","Shelby","Fresh fruits;Fresh vegetables;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Honey;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(93688.678755415, 2115513.38494383)
"501","19117","Iowa","Lucas",44.4849503687938,"Iowa Food Cooperative","500005","19153","Polk","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(222861.3938812, 2005409.74461775)
"502","20113","Kansas","McPherson",159.581126243989,"Schenker Family Farms, Inc.","500084","20037","Crawford","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Dairy products;Eggs;Honey;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(-142578.776146435, 1707947.26415484)
"503","20145","Kansas","Pawnee",210.992553521694,"Oklahoma Food Cooperative","500026","40109","Oklahoma","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Herbs;Grains/flour;Green household products;Honey;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(-280775.29432258, 1687931.58295638)
"504","20161","Kansas","Riley",93.351291779948,"Robinette Farms","501236","31109","Lancaster",NA,TRUE,c(-62793.3794796382, 1808366.11669216)
"505","21179","Kentucky","Nelson",29.6497120535511,"Four Hills Farms, LLC","500063","21167","Mercer","Red/other non-poultry meat and products;",TRUE,c(916790.709016408, 1691840.77642592)
"506","21085","Kentucky","Grayson",62.6915873531716,"New Root's Fresh Stop Project","500062","21111","Jefferson","Fresh fruits;Fresh vegetables;Eggs;Herbs;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(844588.764107641, 1645345.18985562)
"507","21033","Kentucky","Caldwell",57.8277523497414,"LEAF Food Hub, LLC","500136","17087","Johnson","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dry beans;Eggs;Herbs;Green household products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(714673.564233025, 1597635.8053856)
"508","21175","Kentucky","Morgan",54.1018680834084,"Tri-State Local Foods, Inc dba The Wild Ramp","500074","54011","Cabell","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;Broken Mug Coffee, Full Service Coffee Bar;",TRUE,c(1106085.08418708, 1728370.69388525)
"509","21155","Kentucky","Marion",30.0884922162423,"Four Hills Farms, LLC","500063","21167","Mercer","Red/other non-poultry meat and products;",TRUE,c(937015.367728838, 1665632.90018681)
"510","21209","Kentucky","Scott",33.3833612106222,"Four Hills Farms, LLC","500063","21167","Mercer","Red/other non-poultry meat and products;",TRUE,c(986683.913088965, 1754831.53850857)
"511","21079","Kentucky","Garrard",27.7640534485781,"Four Hills Farms, LLC","500063","21167","Mercer","Red/other non-poultry meat and products;",TRUE,c(999467.704597858, 1682774.49637731)
"512","21177","Kentucky","Muhlenberg",57.4508147591733,"Local Source Wholesale Food Hub","501803","18163","Vanderburgh","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Grains/flour;Honey;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wild harvested forest products;Culinary Herbs, Edible Flowers and petitie vegetables;",TRUE,c(777548.482196146, 1611194.49172177)
"513","21031","Kentucky","Butler",71.8046008901873,"Local Source Wholesale Food Hub","501803","18163","Vanderburgh","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Grains/flour;Honey;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wild harvested forest products;Culinary Herbs, Edible Flowers and petitie vegetables;",TRUE,c(817912.774697706, 1614112.21566558)
"514","21107","Kentucky","Hopkins",46.05111010081,"Local Source Wholesale Food Hub","501803","18163","Vanderburgh","Fresh fruits;Fresh vegetables;Baked goods;Cut flowers;Dairy products;Eggs;Grains/flour;Honey;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wild harvested forest products;Culinary Herbs, Edible Flowers and petitie vegetables;",TRUE,c(741699.344395845, 1618387.02812394)
"515","21121","Kentucky","Knox",59.2407598638839,"Appalachian Harvest","500142","51169","Scott","Fresh vegetables;Canned or preserved fruits/vegetables;Herbs;Wild harvested forest products;",TRUE,c(1069441.06026206, 1606935.77541513)
"516","21187","Kentucky","Owen",40.7142811786409,"Fresh Local Food Collaborative of SE Indiana","500182","18029","Dearborn","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(962686.13841765, 1777716.31451989)
"517","21071","Kentucky","Floyd",58.8131197265779,"Appalachian Harvest","500142","51169","Scott","Fresh vegetables;Canned or preserved fruits/vegetables;Herbs;Wild harvested forest products;",TRUE,c(1156049.8110981, 1693921.21319945)
"518","21181","Kentucky","Nicholas",58.1647820862224,"Ohio Valley Food Connetion, LLC","500089","21117","Kenton","Fresh fruits;Fresh vegetables;Dairy products;Eggs;Herbs;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wild harvested forest products;",TRUE,c(1034956.50402653, 1765779.93541512)
"519","21011","Kentucky","Bath",66.5334278773526,"Four Hills Farms, LLC","500063","21167","Mercer","Red/other non-poultry meat and products;",TRUE,c(1061124.24440398, 1747596.90993571)
"520","21205","Kentucky","Rowan",52.8609055994206,"Tri-State Local Foods, Inc dba The Wild Ramp","500074","54011","Cabell","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;Broken Mug Coffee, Full Service Coffee Bar;",TRUE,c(1088035.17741637, 1756928.91368719)
"521","21099","Kentucky","Hart",66.3479495529593,"Four Hills Farms, LLC","500063","21167","Mercer","Red/other non-poultry meat and products;",TRUE,c(886518.264684232, 1631587.65625941)
"522","21153","Kentucky","Magoffin",58.3883981074552,"Tri-State Local Foods, Inc dba The Wild Ramp","500074","54011","Cabell","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;Broken Mug Coffee, Full Service Coffee Bar;",TRUE,c(1126112.98098356, 1706675.18875596)
"523","21197","Kentucky","Powell",60.1187887179266,"Four Hills Farms, LLC","500063","21167","Mercer","Red/other non-poultry meat and products;",TRUE,c(1058634.65005734, 1711810.82498445)
"524","21063","Kentucky","Elliott",39.0670770601359,"Tri-State Local Foods, Inc dba The Wild Ramp","500074","54011","Cabell","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;Broken Mug Coffee, Full Service Coffee Bar;",TRUE,c(1117033.86775965, 1751983.10069155)
"525","22059","Louisiana","LaSalle",98.4863579437469,"Acadiana Food Hub","500170","22055","Lafayette","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Herbs;Grains/flour;Honey;",TRUE,c(362443.71306426, 963094.407817143)
"526","22039","Louisiana","Evangeline",39.2661005322442,"Acadiana Food Hub","500170","22055","Lafayette","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Herbs;Grains/flour;Honey;",TRUE,c(343258.188476536, 856811.10619738)
"527","22015","Louisiana","Bossier",162.408658072096,"Little Rock Local Food Club","500000","05119","Pulaski","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(223331.708993111, 1070185.5067671)
"528","22041","Louisiana","Franklin",77.1111945714273,"The Brown Egg Company","500056","28163","Yazoo","Eggs;",TRUE,c(406016.852362624, 1015861.60128465)
"529","22045","Louisiana","Iberia",30.8999153227562,"Acadiana Food Hub","500170","22055","Lafayette","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Herbs;Grains/flour;Honey;",TRUE,c(411826.275652236, 767156.475587092)
"530","22081","Louisiana","Red River",148.39076242065,"Acadiana Food Hub","500170","22055","Lafayette","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Herbs;Grains/flour;Honey;",TRUE,c(249853.005926461, 1005648.94102445)
"531","22043","Louisiana","Grant",97.8473176865714,"Acadiana Food Hub","500170","22055","Lafayette","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Herbs;Grains/flour;Honey;",TRUE,c(325102.670946747, 953087.553236878)
"532","22067","Louisiana","Morehouse",78.030090816286,"The Brown Egg Company","500056","28163","Yazoo","Eggs;",TRUE,c(390637.983793837, 1091854.18445283)
"533","22021","Louisiana","Caldwell",101.937391601028,"The Brown Egg Company","500056","28163","Yazoo","Eggs;",TRUE,c(364688.295281339, 1009533.17160682)
"534","23021","Maine","Piscataquis",76.6880529349344,"Maine Grains","501114","23025","Somerset",NA,TRUE,c(2050321.13806876, 2828548.89616298)
"535","51093","Virginia","Isle of Wight",2.04047720027231,"Coastal Farms","500042","51093","Isle of Wight","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;",FALSE,c(1690034.35847407, 1710529.33105697)
"536","51005","Virginia","Alleghany",21.90365440866,"Turnrow Appalachian Farm Collective","500202","54025","Greenbrier","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Pet food;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(1388571.63688302, 1756163.71028028)
"537","51153","Virginia","Prince William",20.0020614142635,"ALIVE! West End Food Hub","501276","51510","Alexandria",NA,TRUE,c(1585403.95702195, 1896569.01622008)
"538","51193","Virginia","Westmoreland",42.5717183359196,"The Capitol City Food HUB","500266","24039","Somerset","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wine/spirits/beer/hard cider;",TRUE,c(1655840.49291352, 1843181.05318486)
"539","51133","Virginia","Northumberland",22.2903339840769,"The Capitol City Food HUB","500266","24039","Somerset","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wine/spirits/beer/hard cider;",TRUE,c(1693703.81739663, 1825298.36965606)
"540","51103","Virginia","Lancaster",29.5612944493137,"The Capitol City Food HUB","500266","24039","Somerset","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Wine/spirits/beer/hard cider;",TRUE,c(1693469.54562968, 1807755.34527548)
"541","51143","Virginia","Pittsylvania",29.3929777647104,"EcoFriendly Foods, LLC","500033","51019","Bedford",NA,TRUE,c(1459753.97637462, 1658544.87676858)
"542","51059","Virginia","Fairfax",8.04299533281442,"ALIVE! West End Food Hub","501276","51510","Alexandria",NA,FALSE,c(1599687.38892863, 1914707.72322885)
"543","53055","Washington","San Juan",3.81485789166774,"San Juan Islands Food Hub","500293","53055","San Juan","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Fish/seafood;Herbs;Green household products;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",FALSE,c(-1984086.16980676, 3125165.97858082)
"544","53035","Washington","Kitsap",13.7709651941462,"Kitsap Fresh","501289","53035","Kitsap",NA,FALSE,c(-1992855.22476265, 3016949.82334748)
"545","53011","Washington","Clark",9.42273998372193,"Second Mile Marketplace and Food Hub","501286","53011","Clark",NA,FALSE,c(-2034611.24006769, 2817665.25275381)
"546","53045","Washington","Mason",36.2096092285122,"Terra Organics","500099","53053","Pierce","Fresh fruits;Fresh vegetables;Baked goods;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(-2038644.16635522, 2999863.64373585)
"547","53053","Washington","Pierce",21.7562687964672,"Terra Organics","500099","53053","Pierce","Fresh fruits;Fresh vegetables;Baked goods;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;",TRUE,c(-1968775.9414094, 2942435.12866835)
"548","53075","Washington","Whitman",52.5362365390374,"LINC Foods","500065","53063","Spokane","Fresh fruits;Fresh vegetables;Dairy products;Dry beans;Eggs;Grains/flour;Honey;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(-1632969.88168538, 2842409.1769462)
"549","53019","Washington","Ferry",39.4993204342188,"Northwest Farm Fresh","500059","53065","Stevens","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Grains/flour;Green household products;Honey;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(-1666352.25781913, 3028109.99043621)
"550","54099","West Virginia","Wayne",18.6966609387697,"Tri-State Local Foods, Inc dba The Wild Ramp","500074","54011","Cabell","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;Broken Mug Coffee, Full Service Coffee Bar;",FALSE,c(1174275.57408433, 1763163.3669261)
"551","54059","West Virginia","Mingo",51.1998664188854,"Tri-State Local Foods, Inc dba The Wild Ramp","500074","54011","Cabell","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Wild harvested forest products;Broken Mug Coffee, Full Service Coffee Bar;",TRUE,c(1206236.59033385, 1720305.25349753)
"552","54063","West Virginia","Monroe",12.3505152867837,"Alderson Community Food Hub","500108","54025","Greenbrier","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;Wild harvested forest products;",FALSE,c(1345869.76838393, 1723193.3986857)
"553","54103","West Virginia","Wetzel",32.6089056007929,"Grow Ohio Valley","501242","54069","Ohio",NA,TRUE,c(1301346.23670523, 1948147.05384921)
"554","54107","West Virginia","Wood",32.2850028598414,"Shagbark Seed & Mill","500141","39009","Athens","Dry beans;Grains/flour;Tofu/non-animal protein;",TRUE,c(1234427.33408248, 1892830.66748697)
"555","54095","West Virginia","Tyler",43.009875896043,"Grow Ohio Valley","501242","54069","Ohio",NA,TRUE,c(1283191.36887066, 1929317.15690216)
"556","17189","Illinois","Washington",44.3880313775399,"Neighborhood Co-op Grocery","501156","17077","Jackson",NA,TRUE,c(569967.824660947, 1722067.77834913)
"557","54023","West Virginia","Grant",14.6459902962213,"Highland Market","500109","54093","Tucker","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Dry beans;Eggs;Fish/seafood;Herbs;Grains/flour;Green household products;Honey;Juices/non-alcoholic ciders;Maple products;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;Tofu/non-animal protein;Wild harvested forest products;",FALSE,c(1432282.51287269, 1913637.45140433)
"558","55023","Wisconsin","Crawford",23.1849440366148,"Fifth Season Cooperative","500036","55123","Vernon","Fresh fruits;Fresh vegetables;Canned or preserved fruits/vegetables;Coffee/tea;Dairy products;Eggs;Herbs;Grains/flour;Honey;Juices/non-alcoholic ciders;Maple products;Poultry/fowl meat and products;Red/other non-poultry meat and products;Sunflower oil, nut butters, frozen vegetables/fruits, fresh/frozen pastsa, fresh salsas;",TRUE,c(409412.161422774, 2260353.12108592)
"559","17039","Illinois","De Witt",23.1037097280075,"FarmFED Co-op","501157","17107","Logan",NA,TRUE,c(598453.857255106, 1928896.58406291)
"560","06107","California","Tulare",42.8535733277528,"Fruit World & Creekside Organics","501071","06019","Fresno",NA,TRUE,c(-2011626.67574104, 1705857.2610095)
"561","56033","Wyoming","Sheridan",106.193459856502,"Yellowstone Valley Food Hub","500221","30111","Yellowstone","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Cut flowers;Dairy products;Eggs;Herbs;Grains/flour;Honey;Mushrooms;Poultry/fowl meat and products;Red/other non-poultry meat and products;",TRUE,c(-857431.857688536, 2471550.79450909)
"562","56041","Wyoming","Uinta",170.861674741084,"208 Food Hub","501293","16019","Bonneville",NA,TRUE,c(-1204268.3079303, 2123542.07311688)
"563","02188","Alaska","Northwest Arctic",434.652761911169,"Fairbanks Food Hub","501297","02090","Fairbanks North Star",NA,TRUE,c(-3234030.23271427, 5851049.82304411)
"564","05129","Arkansas","Searcy",81.1058169898219,"Market Center of the Ozarks","501301","05143","Washington",NA,TRUE,c(295146.484503662, 1433892.65367606)
"565","05103","Arkansas","Ouachita",87.1264694505572,"Little Rock Local Food Club","500000","05119","Pulaski","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(287342.975793713, 1174246.13623364)
"566","05145","Arkansas","White",46.2719713141771,"Little Rock Local Food Club","500000","05119","Pulaski","Fresh fruits;Fresh vegetables;Baked goods;Canned or preserved fruits/vegetables;Coffee/tea;Cut flowers;Dairy products;Eggs;Herbs;Green household products;Honey;Juices/non-alcoholic ciders;Mushrooms;Nuts;Poultry/fowl meat and products;Red/other non-poultry meat and products;Soap/body care products;",TRUE,c(383676.03354526, 1364064.53620755)
