"county_fips","state","county_name","all_sales","d2c_sales_pct","distance_nearest_farmersmarket_mile","share","nearest_hub_name","nearest_hub_id","distance_nearest_hub_mile","second_hub_name","second_hub_id","distance_2rd_nearest_hub_mile","dtc_sales","interm_sales","SPMA","SPMA_2rd","SPMA_exchange","SPMA_2rd_log","SPMA_exchange_log","SPMA_2rd_0_100","SPMA_exchange_0_100","SPMA_log","SPMA_0_100"
"13177","Georgia","Lee",86307000,0.006951927,14.1883231575426,2.22999191592563,"Middle Georgia Growers Cooperative","500107",78.0988525028916,"Royal Food Service","500078",130.7917536677,5999.99963589,86301000.0003641,14178.8302689326,5074.73450524555,7771391.96506457,8.53222652353524,15.8659599810591,29.8992874620785,63.2252400831479,9.5595758302636,34.5677683278772
"45045","South Carolina","Greenville",26336000,18.32852364,0.939723879666594,2.26516942474389,"Swamp Rabbit Cafe & Grocery","500186",3.33241698875881,"Swamp Rabbit Cafe and Grocery","501260",3.34803917565736,4826999.9858304,21509000.0141696,7402964.67840774,7384931.66000524,5469616.31134905,15.8149523554233,15.5147192105886,62.9934512234768,61.6291317240038,15.817391245241,63.0045340269333
