"county_fips","state","county_name","distance_nearest_farmersmarket_mile","distance_nearest_hub_mile","number_foodhub","has_hub","all_sales","d2c_sales_pct","local_sales_pct","intermediated_sales_pct_derived","SPMA","SPMA_0_100","share"
"04017","Arizona","Navajo",32.8702847235944,140.217841119464,NA,FALSE,47996000,0.502125204,0.839653313,99.497874796,2651.96894906413,26.9510473379855,0.104538087520259
"01053","Alabama","Escambia",5.51703210555269,110.381319600789,NA,FALSE,36110000,0.102464691,NA,99.897535309,4176.27749234337,29.0140248895647,0.0388013830195928
"01111","Alabama","Randolph",29.3722707755931,65.4977316597192,NA,FALSE,207678000,0.047669951,NA,99.952330049,48501.9970365691,40.1562485625282,0.103030303030303
"01075","Alabama","Lamar",16.8960835214435,107.557432520584,NA,FALSE,11765000,NA,NA,NA,NA,NA,0.00685785536159601
"13281","Georgia","Towns",10.069779122036,43.0663937727113,NA,FALSE,679000,NA,NA,NA,NA,NA,NA
"02068","Alaska","Denali",NA,106.3927881268,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
"17069","Illinois","Hardin",15.7969063977927,29.7316209599342,NA,FALSE,6437000,NA,NA,NA,NA,NA,NA
"17067","Illinois","Hancock",1.65222550478186,38.4926609892443,NA,FALSE,420350000,0.024741286,0.063756391,99.975258714,321724.43837701,48.7542065736932,0.0295061508290248
"17111","Illinois","McHenry",0.70352597071072,40.8514867706112,NA,FALSE,244248000,1.796125293,NA,98.203874707,9007272.2587425,63.8958866261148,0.364393507972665
"17033","Illinois","Crawford",14.9919651531632,23.9816678453426,NA,FALSE,190443000,0.030455306,0.053034242,99.969544694,331293.090358989,48.8873878344689,NA
"17077","Illinois","Jackson",2.91489199870218,8.64272050192791,1,TRUE,186622000,0.596392691,1.525007725,99.403607309,2614492.97271331,58.274884540803,0.316144314868805
"18163","Indiana","Vanderburgh",3.1435262014563,3.92283082899958,NA,FALSE,50097000,0.401221633,NA,99.598778367,3262740.36983884,59.2814120744479,NA
"18165","Indiana","Vermillion",13.8883302568907,42.4917928868968,NA,FALSE,92473000,NA,NA,NA,NA,NA,NA
"12081","Florida","Manatee",9.72127603460031,71.3510706210628,NA,FALSE,321817000,0.030452089,8.711472511,99.969547911,64230.9838036013,41.4326038953784,8.53104359313078
"12063","Florida","Jackson",1.62290448679272,170.719336799352,NA,FALSE,112157000,0.11947538,0.835436046,99.88052462,54720.3257197351,40.7044059271875,0.33342736248237
"02198","Alaska","Prince of Wales-Hyder",NA,171.878517599284,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
"02016","Alaska","Aleutians West",NA,942.617119610819,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
"13143","Georgia","Haralson",5.30630820620852,43.8020379125446,NA,FALSE,84745000,1.512773633,1.584754229,98.487226367,89032.1826954471,42.9163209719302,2.95364238410596
"13055","Georgia","Chattooga",17.9778579988774,41.0233191616188,NA,FALSE,96735000,0.070295133,NA,99.929704867,57650.6871624735,40.9414587242615,0.0180288461538462
"13047","Georgia","Catoosa",7.37865929247303,13.4674058414979,NA,FALSE,38157000,0.484838963,NA,99.515161037,212758.84869587,46.8750232797231,0.15983606557377
"13083","Georgia","Dade",7.66987693603002,19.3690055354694,NA,FALSE,52648000,0.036088739,NA,99.963911261,140607.733777846,44.9928929986532,0.268590455049944
"13253","Georgia","Seminole",7.06104436216727,150.327862438133,NA,FALSE,81396000,NA,NA,NA,NA,NA,NA
"20121","Kansas","Miami",2.2420350440827,34.2552044803444,NA,FALSE,79358000,0.948864639,1.295395494,99.051135361,216787.442628078,46.9602629338844,0.0954131652661064
"01125","Alabama","Tuscaloosa",5.48797706320599,112.776290267838,NA,FALSE,52063000,0.192074984,0.662658691,99.807925016,7405.91142186006,31.6167328959689,0.145891364902507
"20025","Kansas","Clark",36.2998292498359,176.48717169951,NA,FALSE,186224000,NA,NA,NA,NA,NA,NA
"20019","Kansas","Chautauqua",29.8419398200021,68.3757375365334,NA,FALSE,51560000,0.108611323,1.142358422,99.891388677,11079.2124512613,33.4468973029273,NA
"01045","Alabama","Dale",2.61598085504652,158.25395131674,NA,FALSE,319339000,0.033193566,NA,99.966806434,28236.2029626808,37.6979034119661,0.129041406693137
"21053","Kentucky","Clinton",13.2906897617989,82.049814853984,NA,FALSE,48309000,NA,NA,NA,NA,NA,0.0789980732177264
"21163","Kentucky","Meade",3.03758241606736,29.5701779681136,NA,FALSE,55447000,0.35349071,0.499576181,99.64650929,84429.8798174408,42.6751333222769,NA
"21161","Kentucky","Mason",1.62469078383228,49.7650568443135,NA,FALSE,40963000,0.168444693,0.649366498,99.831555307,42652.5392283488,39.5722491497204,0.189165950128977
"01031","Alabama","Coffee",9.6162160740019,178.085924465374,NA,FALSE,393123000,0.014244906,0.225883499,99.985755094,12999.4743349195,34.1731740391371,NA
"21225","Kentucky","Union",2.62323355561384,29.6757915162593,NA,FALSE,191611000,0.003653235,NA,99.996346765,218587.711015537,46.9978433462657,0.00459335314779789
"18077","Indiana","Jefferson",4.49565754316416,35.2167081443831,NA,FALSE,42544000,0.97075969,NA,99.02924031,54405.1618188934,40.6781582446439,NA
"18127","Indiana","Porter",0.549025786878134,32.9801705569099,NA,FALSE,101951000,0.330550939,NA,99.669449061,1211428.37884919,54.7791695056682,0.0474164133738602
"18115","Indiana","Ohio",6.8998993854897,10.6806984500591,NA,FALSE,4831000,2.608155727,NA,97.391844273,43890.5365735217,39.7022644376771,NA
"19057","Iowa","Des Moines",7.22504170225134,41.1756017426108,NA,FALSE,145787000,0.050758984,NA,99.949241016,87362.1507507788,42.8302739889097,0.0687853107344633
